date,role_bucket,requirement_type,requirement,count,total
2026-05-25,help_desk_it_admin,cert,Security+,18,444
2026-05-25,help_desk_it_admin,cert,CCNA,16,444
2026-05-25,help_desk_it_admin,cert,Network+,12,444
2026-05-25,help_desk_it_admin,cert,MCSE,5,444
2026-05-25,help_desk_it_admin,cert,MCSA,4,444
2026-05-25,help_desk_it_admin,cert,CCNP,3,444
2026-05-25,help_desk_it_admin,cert,CISSP,2,444
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,444
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,444
2026-05-25,help_desk_it_admin,cert,RHCSA,1,444
2026-05-25,help_desk_it_admin,cert,RHCE,1,444
2026-05-25,help_desk_it_admin,cert,GSEC,1,444
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,163,444
2026-05-25,help_desk_it_admin,skill,Active Directory,151,444
2026-05-25,help_desk_it_admin,skill,TCP/IP,64,444
2026-05-25,help_desk_it_admin,skill,Linux,54,444
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),49,444
2026-05-25,help_desk_it_admin,skill,VMware,36,444
2026-05-25,help_desk_it_admin,skill,PowerShell,31,444
2026-05-25,help_desk_it_admin,skill,Group Policy,19,444
2026-05-25,help_desk_it_admin,skill,Python,19,444
2026-05-25,help_desk_it_admin,skill,Bash,16,444
2026-05-25,help_desk_it_admin,skill,Microsoft 365,11,444
2026-05-25,help_desk_it_admin,skill,Microsoft Office,8,444
2026-05-25,help_desk_it_admin,skill,Help Desk Support,7,444
2026-05-25,help_desk_it_admin,skill,Splunk,7,444
2026-05-25,help_desk_it_admin,skill,Windows OS,5,444
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,174
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,106,174
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,174
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,174
2026-05-25,help_desk_it_admin,degree,bachelor,133,444
2026-05-25,help_desk_it_admin,degree,high_school,78,444
2026-05-25,help_desk_it_admin,degree,associate,74,444
2026-05-25,help_desk_it_admin,degree,equivalent,10,444
2026-05-25,help_desk_it_admin,remote,unspecified,404,444
2026-05-25,help_desk_it_admin,remote,hybrid,7,444
2026-05-25,help_desk_it_admin,remote,onsite,32,444
2026-05-25,help_desk_it_admin,remote,remote,1,444
2026-05-25,junior_soc,cert,CySA+,11,33
2026-05-25,junior_soc,cert,Security+,7,33
2026-05-25,junior_soc,cert,GSEC,5,33
2026-05-25,junior_soc,cert,CISSP,3,33
2026-05-25,junior_soc,cert,GCIH,3,33
2026-05-25,junior_soc,cert,GCIA,3,33
2026-05-25,junior_soc,cert,CCNA,3,33
2026-05-25,junior_soc,cert,GMON,1,33
2026-05-25,junior_soc,cert,CISM,1,33
2026-05-25,junior_soc,cert,Network+,1,33
2026-05-25,junior_soc,cert,ITIL,1,33
2026-05-25,junior_soc,cert,A+,1,33
2026-05-25,junior_soc,skill,Linux,7,33
2026-05-25,junior_soc,skill,TCP/IP,6,33
2026-05-25,junior_soc,skill,PowerShell,6,33
2026-05-25,junior_soc,skill,Python,6,33
2026-05-25,junior_soc,skill,Splunk,6,33
2026-05-25,junior_soc,skill,Incident Response,4,33
2026-05-25,junior_soc,skill,SIEM,3,33
2026-05-25,junior_soc,skill,Active Directory,3,33
2026-05-25,junior_soc,skill,Office 365 / M365,2,33
2026-05-25,junior_soc,skill,NIST,2,33
2026-05-25,junior_soc,skill,QRadar,2,33
2026-05-25,junior_soc,skill,Bash,2,33
2026-05-25,junior_soc,skill,Vulnerability Assessment,2,33
2026-05-25,junior_soc,skill,EDR,1,33
2026-05-25,junior_soc,skill,MDM,1,33
2026-05-25,junior_soc,yoe_bucket,0,2,7
2026-05-25,junior_soc,yoe_bucket,1-2,5,7
2026-05-25,junior_soc,degree,high_school,2,33
2026-05-25,junior_soc,degree,bachelor,19,33
2026-05-25,junior_soc,degree,associate,2,33
2026-05-25,junior_soc,remote,unspecified,31,33
2026-05-25,junior_soc,remote,onsite,2,33
2026-05-25,help_desk_it_admin,cert,A+,73,386
2026-05-25,help_desk_it_admin,cert,ITIL,31,386
2026-05-25,help_desk_it_admin,cert,Security+,17,386
2026-05-25,help_desk_it_admin,cert,CCNA,11,386
2026-05-25,help_desk_it_admin,cert,Network+,10,386
2026-05-25,help_desk_it_admin,cert,MCSA,4,386
2026-05-25,help_desk_it_admin,cert,MCSE,4,386
2026-05-25,help_desk_it_admin,cert,CCNP,3,386
2026-05-25,help_desk_it_admin,cert,CISSP,1,386
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,386
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,386
2026-05-25,help_desk_it_admin,cert,RHCSA,1,386
2026-05-25,help_desk_it_admin,cert,RHCE,1,386
2026-05-25,help_desk_it_admin,cert,GSEC,1,386
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,135,386
2026-05-25,help_desk_it_admin,skill,Active Directory,122,386
2026-05-25,help_desk_it_admin,skill,TCP/IP,51,386
2026-05-25,help_desk_it_admin,skill,Linux,44,386
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),39,386
2026-05-25,help_desk_it_admin,skill,VMware,26,386
2026-05-25,help_desk_it_admin,skill,PowerShell,24,386
2026-05-25,help_desk_it_admin,skill,Python,16,386
2026-05-25,help_desk_it_admin,skill,Group Policy,15,386
2026-05-25,help_desk_it_admin,skill,Bash,13,386
2026-05-25,help_desk_it_admin,skill,Microsoft 365,11,386
2026-05-25,help_desk_it_admin,skill,Microsoft Office,8,386
2026-05-25,help_desk_it_admin,skill,Help Desk Support,7,386
2026-05-25,help_desk_it_admin,skill,Splunk,6,386
2026-05-25,help_desk_it_admin,skill,Windows OS,5,386
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,106,116
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,116
2026-05-25,help_desk_it_admin,degree,bachelor,110,386
2026-05-25,help_desk_it_admin,degree,high_school,70,386
2026-05-25,help_desk_it_admin,degree,associate,65,386
2026-05-25,help_desk_it_admin,degree,equivalent,8,386
2026-05-25,help_desk_it_admin,remote,unspecified,346,386
2026-05-25,help_desk_it_admin,remote,hybrid,7,386
2026-05-25,help_desk_it_admin,remote,onsite,32,386
2026-05-25,help_desk_it_admin,remote,remote,1,386
2026-05-25,junior_soc,cert,CySA+,12,31
2026-05-25,junior_soc,cert,Security+,6,31
2026-05-25,junior_soc,cert,GSEC,4,31
2026-05-25,junior_soc,cert,CISSP,3,31
2026-05-25,junior_soc,cert,GCIH,3,31
2026-05-25,junior_soc,cert,GCIA,2,31
2026-05-25,junior_soc,cert,CCNA,2,31
2026-05-25,junior_soc,cert,GMON,1,31
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,31
2026-05-25,junior_soc,cert,CCNA Cyber Ops,1,31
2026-05-25,junior_soc,cert,CISA,1,31
2026-05-25,junior_soc,cert,CISM,1,31
2026-05-25,junior_soc,cert,CASP+,1,31
2026-05-25,junior_soc,cert,ITIL,1,31
2026-05-25,junior_soc,cert,A+,1,31
2026-05-25,junior_soc,skill,SIEM,16,31
2026-05-25,junior_soc,skill,EDR,7,31
2026-05-25,junior_soc,skill,Linux,5,31
2026-05-25,junior_soc,skill,TCP/IP,5,31
2026-05-25,junior_soc,skill,PowerShell,5,31
2026-05-25,junior_soc,skill,Python,5,31
2026-05-25,junior_soc,skill,Incident response,5,31
2026-05-25,junior_soc,skill,HIPAA,4,31
2026-05-25,junior_soc,skill,Splunk,4,31
2026-05-25,junior_soc,skill,ISO 27001,4,31
2026-05-25,junior_soc,skill,Office 365 / M365,3,31
2026-05-25,junior_soc,skill,security monitoring,3,31
2026-05-25,junior_soc,skill,Active Directory,3,31
2026-05-25,junior_soc,skill,SOC2,3,31
2026-05-25,junior_soc,skill,compliance frameworks,3,31
2026-05-25,junior_soc,yoe_bucket,0,8,13
2026-05-25,junior_soc,yoe_bucket,1-2,5,13
2026-05-25,junior_soc,degree,high_school,2,31
2026-05-25,junior_soc,degree,bachelor,18,31
2026-05-25,junior_soc,degree,associate,1,31
2026-05-25,junior_soc,remote,unspecified,17,31
2026-05-25,junior_soc,remote,hybrid,4,31
2026-05-25,junior_soc,remote,onsite,9,31
2026-05-25,junior_soc,remote,remote,1,31
2026-05-25,help_desk_it_admin,cert,A+,78,371
2026-05-25,help_desk_it_admin,cert,ITIL,30,371
2026-05-25,help_desk_it_admin,cert,Network+,15,371
2026-05-25,help_desk_it_admin,cert,CCNA,14,371
2026-05-25,help_desk_it_admin,cert,Security+,12,371
2026-05-25,help_desk_it_admin,cert,CompTIA A+,10,371
2026-05-25,help_desk_it_admin,cert,MCSA,4,371
2026-05-25,help_desk_it_admin,cert,MCSE,4,371
2026-05-25,help_desk_it_admin,cert,CCNP,3,371
2026-05-25,help_desk_it_admin,cert,CompTIA IT Fundamentals,2,371
2026-05-25,help_desk_it_admin,cert,GSEC,2,371
2026-05-25,help_desk_it_admin,cert,Server+,1,371
2026-05-25,help_desk_it_admin,cert,Microsoft Certified: Modern Desktop,1,371
2026-05-25,help_desk_it_admin,cert,Microsoft 365 Fundamentals,1,371
2026-05-25,help_desk_it_admin,cert,Microsoft Certification,1,371
2026-05-25,help_desk_it_admin,skill,Active Directory,133,371
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,125,371
2026-05-25,help_desk_it_admin,skill,Windows,114,371
2026-05-25,help_desk_it_admin,skill,TCP/IP,52,371
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),50,371
2026-05-25,help_desk_it_admin,skill,Microsoft 365,48,371
2026-05-25,help_desk_it_admin,skill,Linux,44,371
2026-05-25,help_desk_it_admin,skill,Microsoft Office,42,371
2026-05-25,help_desk_it_admin,skill,Office 365,31,371
2026-05-25,help_desk_it_admin,skill,macOS,31,371
2026-05-25,help_desk_it_admin,skill,Ticketing systems,27,371
2026-05-25,help_desk_it_admin,skill,Hardware troubleshooting,25,371
2026-05-25,help_desk_it_admin,skill,Printers,25,371
2026-05-25,help_desk_it_admin,skill,Hardware support,23,371
2026-05-25,help_desk_it_admin,skill,PowerShell,22,371
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,136,154
2026-05-25,help_desk_it_admin,yoe_bucket,0,18,154
2026-05-25,help_desk_it_admin,degree,bachelor,95,371
2026-05-25,help_desk_it_admin,degree,high_school,79,371
2026-05-25,help_desk_it_admin,degree,associate,75,371
2026-05-25,help_desk_it_admin,degree,equivalent,7,371
2026-05-25,help_desk_it_admin,remote,unspecified,138,371
2026-05-25,help_desk_it_admin,remote,hybrid,37,371
2026-05-25,help_desk_it_admin,remote,onsite,183,371
2026-05-25,help_desk_it_admin,remote,remote,13,371
2026-05-25,junior_soc,cert,CySA+,19,31
2026-05-25,junior_soc,cert,Security+,13,31
2026-05-25,junior_soc,cert,GSEC,4,31
2026-05-25,junior_soc,cert,Network+,3,31
2026-05-25,junior_soc,cert,CISSP,3,31
2026-05-25,junior_soc,cert,GCIH,3,31
2026-05-25,junior_soc,cert,CEH,3,31
2026-05-25,junior_soc,cert,ITIL,2,31
2026-05-25,junior_soc,cert,GCIA,2,31
2026-05-25,junior_soc,cert,CCNA,2,31
2026-05-25,junior_soc,cert,GMON,1,31
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,31
2026-05-25,junior_soc,cert,SC-200,1,31
2026-05-25,junior_soc,cert,CCNA Cyber Ops,1,31
2026-05-25,junior_soc,cert,CISA,1,31
2026-05-25,junior_soc,skill,SIEM,17,31
2026-05-25,junior_soc,skill,EDR,8,31
2026-05-25,junior_soc,skill,Linux,5,31
2026-05-25,junior_soc,skill,TCP/IP,5,31
2026-05-25,junior_soc,skill,PowerShell,5,31
2026-05-25,junior_soc,skill,Python,5,31
2026-05-25,junior_soc,skill,Incident response,5,31
2026-05-25,junior_soc,skill,Windows,4,31
2026-05-25,junior_soc,skill,HIPAA,4,31
2026-05-25,junior_soc,skill,Splunk,4,31
2026-05-25,junior_soc,skill,vulnerability scanning,4,31
2026-05-25,junior_soc,skill,ISO 27001,4,31
2026-05-25,junior_soc,skill,Microsoft Office,3,31
2026-05-25,junior_soc,skill,Office 365 / M365,3,31
2026-05-25,junior_soc,skill,AWS,3,31
2026-05-25,junior_soc,yoe_bucket,0,8,20
2026-05-25,junior_soc,yoe_bucket,1-2,10,20
2026-05-25,junior_soc,yoe_bucket,3-5,2,20
2026-05-25,junior_soc,degree,high_school,2,31
2026-05-25,junior_soc,degree,bachelor,18,31
2026-05-25,junior_soc,degree,associate,1,31
2026-05-25,junior_soc,remote,remote,2,31
2026-05-25,junior_soc,remote,unspecified,8,31
2026-05-25,junior_soc,remote,hybrid,9,31
2026-05-25,junior_soc,remote,onsite,12,31
2026-05-25,help_desk_it_admin,cert,A+,99,371
2026-05-25,help_desk_it_admin,cert,Network+,52,371
2026-05-25,help_desk_it_admin,cert,Security+,31,371
2026-05-25,help_desk_it_admin,cert,ITIL,30,371
2026-05-25,help_desk_it_admin,cert,CCNA,15,371
2026-05-25,help_desk_it_admin,cert,CompTIA A+,10,371
2026-05-25,help_desk_it_admin,cert,MS-900,4,371
2026-05-25,help_desk_it_admin,cert,MCSA,4,371
2026-05-25,help_desk_it_admin,cert,MCSE,4,371
2026-05-25,help_desk_it_admin,cert,Linux+,3,371
2026-05-25,help_desk_it_admin,cert,CCNP,3,371
2026-05-25,help_desk_it_admin,cert,AWS Certified Solutions Architect,2,371
2026-05-25,help_desk_it_admin,cert,AZ-104,2,371
2026-05-25,help_desk_it_admin,cert,CompTIA IT Fundamentals,2,371
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,2,371
2026-05-25,help_desk_it_admin,skill,Windows,152,371
2026-05-25,help_desk_it_admin,skill,Active Directory,138,371
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,125,371
2026-05-25,help_desk_it_admin,skill,Microsoft Office,66,371
2026-05-25,help_desk_it_admin,skill,Microsoft 365,58,371
2026-05-25,help_desk_it_admin,skill,TCP/IP,53,371
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),50,371
2026-05-25,help_desk_it_admin,skill,Office 365,47,371
2026-05-25,help_desk_it_admin,skill,Linux,44,371
2026-05-25,help_desk_it_admin,skill,macOS,40,371
2026-05-25,help_desk_it_admin,skill,Networking,34,371
2026-05-25,help_desk_it_admin,skill,DNS,33,371
2026-05-25,help_desk_it_admin,skill,networking,31,371
2026-05-25,help_desk_it_admin,skill,Windows Server,29,371
2026-05-25,help_desk_it_admin,skill,ServiceNow,27,371
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,195,238
2026-05-25,help_desk_it_admin,yoe_bucket,0,18,238
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,24,238
2026-05-25,help_desk_it_admin,yoe_bucket,6+,1,238
2026-05-25,help_desk_it_admin,degree,bachelor,97,371
2026-05-25,help_desk_it_admin,degree,high_school,80,371
2026-05-25,help_desk_it_admin,degree,associate,82,371
2026-05-25,help_desk_it_admin,degree,equivalent,7,371
2026-05-25,help_desk_it_admin,remote,unspecified,57,371
2026-05-25,help_desk_it_admin,remote,hybrid,34,371
2026-05-25,help_desk_it_admin,remote,onsite,255,371
2026-05-25,help_desk_it_admin,remote,remote,25,371
2026-05-25,junior_soc,cert,CySA+,16,23
2026-05-25,junior_soc,cert,Security+,9,23
2026-05-25,junior_soc,cert,GSEC,4,23
2026-05-25,junior_soc,cert,Network+,2,23
2026-05-25,junior_soc,cert,ITIL,2,23
2026-05-25,junior_soc,cert,GCIH,1,23
2026-05-25,junior_soc,cert,GCIA,1,23
2026-05-25,junior_soc,cert,GMON,1,23
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,23
2026-05-25,junior_soc,cert,CEH,1,23
2026-05-25,junior_soc,cert,SC-200,1,23
2026-05-25,junior_soc,cert,CCNA,1,23
2026-05-25,junior_soc,cert,CCNA Cyber Ops,1,23
2026-05-25,junior_soc,cert,CISSP,1,23
2026-05-25,junior_soc,cert,CASP+,1,23
2026-05-25,junior_soc,skill,SIEM,12,23
2026-05-25,junior_soc,skill,Linux,5,23
2026-05-25,junior_soc,skill,Windows,4,23
2026-05-25,junior_soc,skill,EDR,4,23
2026-05-25,junior_soc,skill,Incident response,4,23
2026-05-25,junior_soc,skill,TCP/IP,3,23
2026-05-25,junior_soc,skill,Office 365 / M365,3,23
2026-05-25,junior_soc,skill,security monitoring,3,23
2026-05-25,junior_soc,skill,Splunk,3,23
2026-05-25,junior_soc,skill,intrusion detection,3,23
2026-05-25,junior_soc,skill,MS Office,3,23
2026-05-25,junior_soc,skill,vulnerability scanning,3,23
2026-05-25,junior_soc,skill,SOC2,3,23
2026-05-25,junior_soc,skill,ISO 27001,3,23
2026-05-25,junior_soc,skill,HIPAA,3,23
2026-05-25,junior_soc,yoe_bucket,0,7,13
2026-05-25,junior_soc,yoe_bucket,1-2,6,13
2026-05-25,junior_soc,degree,high_school,2,23
2026-05-25,junior_soc,degree,associate,1,23
2026-05-25,junior_soc,degree,bachelor,10,23
2026-05-25,junior_soc,remote,remote,1,23
2026-05-25,junior_soc,remote,unspecified,6,23
2026-05-25,junior_soc,remote,onsite,9,23
2026-05-25,junior_soc,remote,hybrid,7,23
2026-05-25,help_desk_it_admin,cert,A+,80,288
2026-05-25,help_desk_it_admin,cert,Network+,37,288
2026-05-25,help_desk_it_admin,cert,ITIL,22,288
2026-05-25,help_desk_it_admin,cert,Security+,20,288
2026-05-25,help_desk_it_admin,cert,CCNA,12,288
2026-05-25,help_desk_it_admin,cert,CompTIA A+,10,288
2026-05-25,help_desk_it_admin,cert,MS-900,4,288
2026-05-25,help_desk_it_admin,cert,Linux+,3,288
2026-05-25,help_desk_it_admin,cert,CCNP,3,288
2026-05-25,help_desk_it_admin,cert,MCSA,2,288
2026-05-25,help_desk_it_admin,cert,MCSE,2,288
2026-05-25,help_desk_it_admin,cert,CompTIA IT Fundamentals,2,288
2026-05-25,help_desk_it_admin,cert,Server+,1,288
2026-05-25,help_desk_it_admin,cert,AZ-104,1,288
2026-05-25,help_desk_it_admin,cert,Microsoft Certified: Modern Desktop,1,288
2026-05-25,help_desk_it_admin,skill,Windows,118,288
2026-05-25,help_desk_it_admin,skill,Active Directory,101,288
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,91,288
2026-05-25,help_desk_it_admin,skill,Microsoft Office,58,288
2026-05-25,help_desk_it_admin,skill,Microsoft 365,48,288
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),35,288
2026-05-25,help_desk_it_admin,skill,TCP/IP,33,288
2026-05-25,help_desk_it_admin,skill,Office 365,33,288
2026-05-25,help_desk_it_admin,skill,macOS,31,288
2026-05-25,help_desk_it_admin,skill,Linux,27,288
2026-05-25,help_desk_it_admin,skill,networking,26,288
2026-05-25,help_desk_it_admin,skill,DNS,25,288
2026-05-25,help_desk_it_admin,skill,Ticketing systems,25,288
2026-05-25,help_desk_it_admin,skill,Networking,25,288
2026-05-25,help_desk_it_admin,skill,Windows Server,21,288
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,151,169
2026-05-25,help_desk_it_admin,yoe_bucket,0,18,169
2026-05-25,help_desk_it_admin,degree,bachelor,62,288
2026-05-25,help_desk_it_admin,degree,high_school,70,288
2026-05-25,help_desk_it_admin,degree,associate,64,288
2026-05-25,help_desk_it_admin,degree,equivalent,4,288
2026-05-25,help_desk_it_admin,remote,unspecified,46,288
2026-05-25,help_desk_it_admin,remote,hybrid,25,288
2026-05-25,help_desk_it_admin,remote,onsite,198,288
2026-05-25,help_desk_it_admin,remote,remote,19,288
2026-05-25,junior_soc,cert,CySA+,18,154
2026-05-25,junior_soc,cert,Security+,11,154
2026-05-25,junior_soc,cert,GSEC,7,154
2026-05-25,junior_soc,cert,CISSP,4,154
2026-05-25,junior_soc,cert,GCIA,4,154
2026-05-25,junior_soc,cert,Network+,3,154
2026-05-25,junior_soc,cert,GCIH,3,154
2026-05-25,junior_soc,cert,Splunk Core Certified User,2,154
2026-05-25,junior_soc,cert,ITIL,2,154
2026-05-25,junior_soc,cert,CCNA,2,154
2026-05-25,junior_soc,cert,PenTest+,1,154
2026-05-25,junior_soc,cert,OSCP,1,154
2026-05-25,junior_soc,cert,GPEN,1,154
2026-05-25,junior_soc,cert,GMON,1,154
2026-05-25,junior_soc,cert,CEH,1,154
2026-05-25,junior_soc,skill,SIEM,9,154
2026-05-25,junior_soc,skill,Splunk,9,154
2026-05-25,junior_soc,skill,Linux,8,154
2026-05-25,junior_soc,skill,TCP/IP,6,154
2026-05-25,junior_soc,skill,EDR,5,154
2026-05-25,junior_soc,skill,Windows,4,154
2026-05-25,junior_soc,skill,PowerShell,4,154
2026-05-25,junior_soc,skill,Python,4,154
2026-05-25,junior_soc,skill,Office 365 / M365,3,154
2026-05-25,junior_soc,skill,Active Directory,3,154
2026-05-25,junior_soc,skill,MS Office,3,154
2026-05-25,junior_soc,skill,SOC2,3,154
2026-05-25,junior_soc,skill,ISO 27001,3,154
2026-05-25,junior_soc,skill,HIPAA,3,154
2026-05-25,junior_soc,skill,log analysis,2,154
2026-05-25,junior_soc,yoe_bucket,0,2,10
2026-05-25,junior_soc,yoe_bucket,1-2,8,10
2026-05-25,junior_soc,degree,high_school,1,154
2026-05-25,junior_soc,degree,bachelor,21,154
2026-05-25,junior_soc,degree,associate,2,154
2026-05-25,junior_soc,remote,remote,1,154
2026-05-25,junior_soc,remote,unspecified,138,154
2026-05-25,junior_soc,remote,onsite,9,154
2026-05-25,junior_soc,remote,hybrid,6,154
2026-05-25,help_desk_it_admin,cert,A+,109,948
2026-05-25,help_desk_it_admin,cert,Network+,48,948
2026-05-25,help_desk_it_admin,cert,ITIL,39,948
2026-05-25,help_desk_it_admin,cert,Security+,37,948
2026-05-25,help_desk_it_admin,cert,CCNA,36,948
2026-05-25,help_desk_it_admin,cert,MCSE,8,948
2026-05-25,help_desk_it_admin,cert,CCNP,6,948
2026-05-25,help_desk_it_admin,cert,MCSA,5,948
2026-05-25,help_desk_it_admin,cert,RHCSA,5,948
2026-05-25,help_desk_it_admin,cert,MS-900,4,948
2026-05-25,help_desk_it_admin,cert,GSEC,4,948
2026-05-25,help_desk_it_admin,cert,Linux+,3,948
2026-05-25,help_desk_it_admin,cert,AZ-104,2,948
2026-05-25,help_desk_it_admin,cert,CISSP,2,948
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,948
2026-05-25,help_desk_it_admin,skill,Active Directory,169,948
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,165,948
2026-05-25,help_desk_it_admin,skill,Linux,83,948
2026-05-25,help_desk_it_admin,skill,Windows,80,948
2026-05-25,help_desk_it_admin,skill,TCP/IP,68,948
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),60,948
2026-05-25,help_desk_it_admin,skill,Microsoft Office,50,948
2026-05-25,help_desk_it_admin,skill,VMware,49,948
2026-05-25,help_desk_it_admin,skill,Microsoft 365,49,948
2026-05-25,help_desk_it_admin,skill,PowerShell,34,948
2026-05-25,help_desk_it_admin,skill,DNS,34,948
2026-05-25,help_desk_it_admin,skill,Office 365,31,948
2026-05-25,help_desk_it_admin,skill,Group Policy,29,948
2026-05-25,help_desk_it_admin,skill,Python,24,948
2026-05-25,help_desk_it_admin,skill,DHCP,23,948
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,186,197
2026-05-25,help_desk_it_admin,yoe_bucket,0,11,197
2026-05-25,help_desk_it_admin,degree,bachelor,165,948
2026-05-25,help_desk_it_admin,degree,high_school,85,948
2026-05-25,help_desk_it_admin,degree,associate,88,948
2026-05-25,help_desk_it_admin,degree,equivalent,10,948
2026-05-25,help_desk_it_admin,remote,unspecified,706,948
2026-05-25,help_desk_it_admin,remote,hybrid,25,948
2026-05-25,help_desk_it_admin,remote,onsite,198,948
2026-05-25,help_desk_it_admin,remote,remote,19,948
2026-05-25,junior_soc,cert,CySA+,12,36
2026-05-25,junior_soc,cert,Security+,7,36
2026-05-25,junior_soc,cert,GSEC,6,36
2026-05-25,junior_soc,cert,CISSP,5,36
2026-05-25,junior_soc,cert,GCIH,5,36
2026-05-25,junior_soc,cert,GCIA,5,36
2026-05-25,junior_soc,cert,CCNA,3,36
2026-05-25,junior_soc,cert,CISM,2,36
2026-05-25,junior_soc,cert,PenTest+,1,36
2026-05-25,junior_soc,cert,OSCP,1,36
2026-05-25,junior_soc,cert,GPEN,1,36
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,36
2026-05-25,junior_soc,cert,GMON,1,36
2026-05-25,junior_soc,cert,Network+,1,36
2026-05-25,junior_soc,cert,CISA,1,36
2026-05-25,junior_soc,skill,Splunk,9,36
2026-05-25,junior_soc,skill,Linux,7,36
2026-05-25,junior_soc,skill,TCP/IP,6,36
2026-05-25,junior_soc,skill,PowerShell,6,36
2026-05-25,junior_soc,skill,Python,6,36
2026-05-25,junior_soc,skill,Active Directory,3,36
2026-05-25,junior_soc,skill,Office 365 / M365,2,36
2026-05-25,junior_soc,skill,QRadar,2,36
2026-05-25,junior_soc,skill,Bash,2,36
2026-05-25,junior_soc,skill,CrowdStrike,1,36
2026-05-25,junior_soc,skill,Microsoft Sentinel,1,36
2026-05-25,junior_soc,skill,Wireshark,1,36
2026-05-25,junior_soc,skill,Microsoft Defender,1,36
2026-05-25,junior_soc,skill,SentinelOne,1,36
2026-05-25,junior_soc,yoe_bucket,0,2,6
2026-05-25,junior_soc,yoe_bucket,1-2,4,6
2026-05-25,junior_soc,degree,high_school,1,36
2026-05-25,junior_soc,degree,bachelor,24,36
2026-05-25,junior_soc,degree,associate,2,36
2026-05-25,junior_soc,remote,unspecified,36,36
2026-05-25,help_desk_it_admin,cert,A+,71,470
2026-05-25,help_desk_it_admin,cert,ITIL,36,470
2026-05-25,help_desk_it_admin,cert,Security+,21,470
2026-05-25,help_desk_it_admin,cert,CCNA,20,470
2026-05-25,help_desk_it_admin,cert,Network+,14,470
2026-05-25,help_desk_it_admin,cert,MCSE,9,470
2026-05-25,help_desk_it_admin,cert,MCSA,6,470
2026-05-25,help_desk_it_admin,cert,CCNP,4,470
2026-05-25,help_desk_it_admin,cert,RHCSA,4,470
2026-05-25,help_desk_it_admin,cert,GSEC,4,470
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,470
2026-05-25,help_desk_it_admin,cert,CISSP,1,470
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,470
2026-05-25,help_desk_it_admin,cert,RHCE,1,470
2026-05-25,help_desk_it_admin,cert,AZ-104,1,470
2026-05-25,help_desk_it_admin,skill,Active Directory,149,470
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,149,470
2026-05-25,help_desk_it_admin,skill,Linux,70,470
2026-05-25,help_desk_it_admin,skill,TCP/IP,57,470
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),50,470
2026-05-25,help_desk_it_admin,skill,VMware,44,470
2026-05-25,help_desk_it_admin,skill,PowerShell,36,470
2026-05-25,help_desk_it_admin,skill,Group Policy,24,470
2026-05-25,help_desk_it_admin,skill,Python,24,470
2026-05-25,help_desk_it_admin,skill,Bash,19,470
2026-05-25,help_desk_it_admin,skill,Splunk,8,470
2026-05-25,help_desk_it_admin,skill,Wireshark,7,470
2026-05-25,help_desk_it_admin,skill,SentinelOne,3,470
2026-05-25,help_desk_it_admin,skill,CrowdStrike,1,470
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,1,470
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,104,113
2026-05-25,help_desk_it_admin,yoe_bucket,0,9,113
